ID,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Team & Contract,Height,Weight,foot,Growth,Joined,Loan Date End,Value,Wage,Release Clause,Contract,Gender
220997,M. Diallo,25,58,Senegal,Grenoble Foot 38,60,ST,ST,61,Grenoble Foot 38 2020 ~ 2022,"5'10""",159lbs,Right,3,"Jun 26, 2020",,€160K,€1K,€292K,2020 ~ 2022,Male
221000,B. Ndiaye,29,72,Senegal,Fatih Karagümrük S.K.,74,CDM,CM CDM,72,"Fatih Karagümrük S.K. May 31, 2021 On Loan","5'11""",168lbs,Right,0,"Jan 31, 2018","May 31, 2021",€3M,€12K,€0,"May 31, 2021 On Loan",Male
221001,U. Saltnes,27,70,Norway,FK Bodø/Glimt,71,CM,CM CDM,71,FK Bodø/Glimt 2012 ~ 2022,"6'2""",172lbs,Right,1,"Jan 1, 2012",,€2M,€4K,€2.7M,2012 ~ 2022,Male
221014,Carlos Fernández,24,76,Spain,Sevilla FC,78,ST,ST CAM,83,Sevilla FC 2013 ~ 2022,"6'1""",159lbs,Left,7,"Jul 1, 2013",,€11M,€24K,€25.3M,2013 ~ 2022,Male
221016,N. Vukčević,28,75,Montenegro,Levante UD,76,CDM,CM CDM,75,Levante UD 2018 ~ 2022,"6'0""",168lbs,Left,0,"Aug 9, 2018",,€6.5M,€23K,€13.7M,2018 ~ 2022,Male
221022,N. Komlichenko,25,73,Russia,Russia,75,ST,ST,77,Russia Free,"6'4""",198lbs,Right,4,"Sep 14, 2011",,€0,€0,€0,Free,Male
221024,A. Sørensen,24,69,Denmark,1. FC Nürnberg,71,CB,CB,75,1. FC Nürnberg 2019 ~ 2022,"6'3""",194lbs,Right,6,"Jul 6, 2019",,€1.3M,€5K,€2.3M,2019 ~ 2022,Male
221025,Jaime,25,62,Spain,CE Sabadell FC,64,CB,CB RB,67,CE Sabadell FC 2020 ~ 2022,"6'0""",165lbs,Right,5,"Aug 19, 2020",,€350K,€2K,€569K,2020 ~ 2022,Male
221053,E. Gómez,26,74,Argentina,Argentinos Juniors,74,LB,LB,77,Argentinos Juniors 2020 ~ 2023,"5'9""",174lbs,Left,3,"Jan 3, 2020",,€6M,€12K,€9.5M,2020 ~ 2023,Male
221087,Pau López,25,83,Spain,Roma,83,GK,GK,88,Roma 2019 ~ 2024,"6'2""",170lbs,Left,5,"Jul 10, 2019",,€25.5M,€500,€55.5M,2019 ~ 2024,Male
221095,Dani Romera,24,67,Spain,SD Ponferradina,69,ST,ST,71,SD Ponferradina 2020 ~ 2022,"5'8""",152lbs,Right,4,"Sep 22, 2020",,€1M,€3K,€1.6M,2020 ~ 2022,Male
221120,R. Vloet,25,65,Netherlands,Heracles Almelo,68,ST,CAM CM LM,68,Heracles Almelo 2020 ~ 2023,"6'2""",165lbs,Right,3,"Jul 1, 2020",,€675K,€2K,€1M,2020 ~ 2023,Male
221125,S. Driussi,21,76,Argentina,Zenit St. Petersburg,76,CAM,ST LW,83,Zenit St. Petersburg 2017 ~ 2021,"5'10""",181lbs,Right,7,"Jul 8, 2017",,€11M,€50K,€18.7M,2017 ~ 2021,Male
221130,Y. Cardinale,26,68,France,OGC Nice,68,GK,GK,70,OGC Nice 2015 ~ 2021,"5'11""",185lbs,Right,2,"Jul 1, 2015",,€775K,€9K,€1.5M,2015 ~ 2021,Male
221141,A. Bakayoko,24,62,Sierra Leone,Coventry City,64,ST,ST,68,Coventry City 2018 ~ 2021,"6'4""",187lbs,Left,6,"Aug 7, 2018",,€425K,€7K,€871K,2018 ~ 2021,Male
221144,Alain Oyarzun,25,68,Spain,CD Numancia,69,CAM,LM LW,69,CD Numancia 2018 ~ 2020,"6'0""",161lbs,Left,1,"Jul 2, 2018",,€1.1M,€5K,€1.8M,2018 ~ 2020,Male
221149,H. Kyprianou,23,61,Cyprus,Southend United,63,CB,CB,67,Southend United 2015 ~ 2021,"6'0""",152lbs,Left,6,"Sep 9, 2015",,€300K,€2K,€585K,2015 ~ 2021,Male
221167,C. Dummigan,24,62,Northern Ireland,Dundalk,62,RB,RB RM,68,Dundalk 2019 ~ 2020,"5'11""",154lbs,Right,6,"Feb 15, 2019",,€375K,€650,€656K,2019 ~ 2020,Male
221168,D. Kownacki,23,71,Poland,Fortuna Düsseldorf,73,ST,ST LM RM,78,Fortuna Düsseldorf 2019 ~ 2023,"6'1""",165lbs,Right,7,"Sep 22, 2019",,€3.4M,€17K,€6.1M,2019 ~ 2023,Male
221174,M. Oršić,27,76,Croatia,Dinamo Zagreb,77,RW,LM LW ST,76,Dinamo Zagreb 2018 ~ 2022,"5'10""",152lbs,Right,0,"Jul 1, 2018",,€8M,€500,€17.6M,2018 ~ 2022,Male
221197,F. Onyedinma,23,67,Nigeria,Wycombe Wanderers,68,RM,LW RW,73,Wycombe Wanderers 2019 ~ 2022,"6'1""",176lbs,Right,6,"Jul 30, 2019",,€1M,€5K,€2.1M,2019 ~ 2022,Male
221201,T. Leibold,26,76,Germany,Hamburger SV,76,LB,LB LM,77,Hamburger SV 2019 ~ 2023,"5'9""",159lbs,Left,1,"Jul 1, 2019",,€8M,€14K,€13.4M,2019 ~ 2023,Male
221202,M. Barnes,22,60,England,Southampton,61,ST,ST LW,67,Southampton 2013 ~ 2020,"6'1""",159lbs,Left,7,"Dec 4, 2013",,€300K,€7K,€630K,2013 ~ 2020,Male
221219,G. Conti,26,72,Argentina,Club Atlas,74,CB,CB,77,"Club Atlas Dec 31, 2020 On Loan","6'4""",176lbs,Right,5,"Jul 1, 2018","Dec 31, 2020",€3.7M,€9K,€0,"Dec 31, 2020 On Loan",Male
221220,J. Quintero,23,69,Colombia,Deportivo Cali,68,CB,CB,77,Deportivo Cali 2013 ~ 2018,"6'0""",174lbs,Right,8,"Jul 1, 2013",,€1.3M,€2K,€2.1M,2013 ~ 2018,Male
221234,S. Ling B,23,59,England,Leyton Orient,59,RB,RB RWB,67,Leyton Orient 2018 ~ 2021,"5'9""",141lbs,Right,8,"Feb 7, 2018",,€200K,€2K,€390K,2018 ~ 2021,Male
221239,J. Sánchez,27,65,Mexico,Atlético de San Luis,66,CM,CM CDM,66,Atlético de San Luis 2018 ~ 2020,"5'7""",121lbs,Right,1,"Jul 26, 2018",,€600K,€4K,€1.1M,2018 ~ 2020,Male
221250,G. Poblete,27,72,Argentina,FC Metz,73,CDM,CDM CM,75,FC Metz 2017 ~ 2021,"5'8""",139lbs,Right,3,"Jul 5, 2017",,€3.4M,€13K,€7.1M,2017 ~ 2021,Male
221264,R. Al Ghamdi,26,62,Saudi Arabia,Al Raed,64,ST,ST,65,Al Raed 2019 ~ 2022,"5'10""",152lbs,Right,3,"Jul 26, 2019",,€375K,€4K,€647K,2019 ~ 2022,Male
221269,J. Riedewald,23,71,Netherlands,Crystal Palace,73,CB,CB LB,74,Crystal Palace 2017 ~ 2022,"6'0""",174lbs,Left,3,"Jul 24, 2017",,€2.7M,€24K,€5.3M,2017 ~ 2022,Male
221277,D. Trichard,25,61,France,Clermont Foot 63,62,LB,LB LM,66,Clermont Foot 63 2019 ~ 2022,"5'9""",154lbs,Left,5,"Jun 13, 2019",,€300K,€1K,€548K,2019 ~ 2022,Male
221279,L. Kelly,24,66,Republic of Ireland,Oxford United,69,CAM,CM CDM,69,"Oxford United Jun 30, 2021 On Loan","5'4""",163lbs,Right,3,"Jul 8, 2019","Jun 30, 2021",€800K,€3K,€0,"Jun 30, 2021 On Loan",Male
221280,A. Kuhl,19,61,England,Reading,61,CDM,CDM CM,74,Reading 2013 ~ 2016,"5'8""",146lbs,Right,13,"Dec 10, 2013",,€350K,€3K,€0,2013 ~ 2016,Male
221281,D. Hyam,24,66,Scotland,Coventry City,68,CB,CB,73,Coventry City 2017 ~ 2021,"6'2""",154lbs,Right,7,"Jul 1, 2017",,€825K,€9K,€1.7M,2017 ~ 2021,Male
221282,J. Stacey,24,73,England,Bournemouth,73,RWB,RWB RB,78,Bournemouth 2019 ~ 2023,"5'10""",137lbs,Right,5,"Jul 8, 2019",,€4.7M,€10K,€9.3M,2019 ~ 2023,Male
221283,A. Nouri,20,75,Netherlands,Ajax,74,CAM,CAM LW,75,Ajax 2013 ~ 2020,"5'6""",132lbs,Right,0,"Dec 13, 2013",,€7.5M,€10K,€10.5M,2013 ~ 2020,Male
221284,J. Gradit,27,71,France,Racing Club de Lens,73,CB,CB RB,74,Racing Club de Lens 2019 ~ 2021,"5'11""",165lbs,Right,3,"Aug 20, 2019",,€2.6M,€22K,€5.4M,2019 ~ 2021,Male
221306,M. Barrios,29,75,Colombia,FC Dallas,75,RM,RM RW ST,75,FC Dallas 2015 ~ 2020,"5'4""",143lbs,Right,0,"Feb 20, 2015",,€6.5M,€9K,€9.8M,2015 ~ 2020,Male
221310,A. Roa,27,74,Colombia,Independiente,74,LM,LM CAM CM,74,Independiente 2019 ~ 2022,"5'9""",152lbs,Right,0,"Jul 5, 2019",,€6M,€17K,€9M,2019 ~ 2022,Male
221311,J. Arango,29,72,Colombia,Deportivo Binacional,73,RW,CAM LM ST,72,Deportivo Binacional 2020 ~ 2021,"6'1""",179lbs,Right,0,"Jan 10, 2020",,€3M,€500,€6.5M,2020 ~ 2021,Male
221312,A. Pérez,25,70,Colombia,Querétaro,71,CB,CB LB,75,Querétaro 2017 ~ 2021,"5'10""",170lbs,Left,5,"Jul 1, 2017",,€2.1M,€6K,€3.7M,2017 ~ 2021,Male
221322,E. O'Connell,24,65,Republic of Ireland,Rochdale,67,CB,CB,71,Rochdale 2019 ~ 2021,"6'3""",176lbs,Right,6,"Jul 4, 2019",,€675K,€1K,€1.3M,2019 ~ 2021,Male
221323,J. Onguéné,22,72,Cameroon,Cameroon,74,CB,CB,80,FC Red Bull Salzburg 2018 ~ 2022,"6'1""",172lbs,Right,8,"Jul 1, 2018",,€4.2M,€15K,€7.1M,FC Red Bull Salzburg 2018 ~ 2022,Male
221327,D. Maatsen,19,57,Netherlands,NAC Breda,57,CB,CB,65,NAC Breda 2013 ~ 2014,"6'1""",168lbs,Right,8,"Jul 1, 2013",,€90K,€2K,€0,2013 ~ 2014,Male
221332,G. Guerrieri,24,62,Italy,Lazio,62,GK,GK,69,Lazio 2015 ~ 2021,"6'0""",172lbs,Right,7,"Jul 10, 2015",,€325K,€5K,€618K,2015 ~ 2021,Male
221342,Pablo Maffeo B,22,74,Spain,SD Huesca,74,RB,RB RWB,81,"SD Huesca Jun 30, 2021 On Loan","5'8""",154lbs,Right,7,"Jul 1, 2018","Jun 30, 2021",€7M,€16K,€0,"Jun 30, 2021 On Loan",Male
221346,M. Samuelsen,23,62,Norway,Hull City,66,CAM,ST RM CAM,70,Hull City 2020 ~ 2022,"6'2""",159lbs,Right,8,"Jan 16, 2020",,€450K,€2K,€878K,2020 ~ 2022,Male
221349,J. Nuttall,23,61,England,Northampton Town,63,ST,ST,69,"Northampton Town Jun 30, 2021 On Loan","6'0""",159lbs,Right,8,"Aug 1, 2019","Jun 30, 2021",€375K,€2K,€0,"Jun 30, 2021 On Loan",Male
221350,T. Ambrose,23,68,France,FC Metz,70,ST,LW LM,76,FC Metz 2020 ~ 2023,"5'10""",168lbs,Right,8,"Jun 16, 2020",,€1.3M,€7K,€2.9M,2020 ~ 2023,Male
221354,M. Veljković,24,73,Serbia,SV Werder Bremen,75,CB,CB CDM,77,SV Werder Bremen 2016 ~ 2022,"6'2""",187lbs,Right,4,"Feb 1, 2016",,€4.7M,€17K,€8.3M,2016 ~ 2022,Male
221355,N. Thomas,24,64,England,Carlisle United,65,LM,RW LW,66,"Carlisle United Jun 30, 2020 On Loan","5'10""",176lbs,Left,2,"May 15, 2017","Jun 30, 2020",€550K,€3K,€0,"Jun 30, 2020 On Loan",Male
221358,J. Rossiter,23,66,England,Fleetwood Town,67,CDM,CDM CM,76,Fleetwood Town 2020 ~ 2021,"5'10""",141lbs,Right,10,"Aug 3, 2020",,€950K,€3K,€1.9M,2020 ~ 2021,Male
221360,C. Espinosa,36,66,Chile,Curicó Unido,66,CAM,CAM CM,66,Curicó Unido 2018 ~ 2021,"5'8""",154lbs,Left,0,"Feb 20, 2018",,€220K,€1K,€297K,2018 ~ 2021,Male
221363,D. van de Beek,23,83,Netherlands,Manchester United,85,CM,CM CAM,87,Manchester United 2020 ~ 2025,"6'0""",163lbs,Right,4,"Sep 2, 2020",,€33M,€125K,€65.2M,2020 ~ 2025,Male
221367,D. Milošević,25,72,Bosnia Herzegovina,Atiker Konyaspor,73,CAM,LM CAM CM,75,Atiker Konyaspor 2016 ~ 2022,"6'0""",161lbs,Right,3,"Jun 9, 2016",,€3.9M,€13K,€8.1M,2016 ~ 2022,Male
221370,M. Al Buraik,27,73,Saudi Arabia,Al Hilal,73,RB,RB,73,Al Hilal 2014 ~ 2022,"5'8""",134lbs,Right,0,"Jul 1, 2014",,€3.6M,€27K,€6.1M,2014 ~ 2022,Male
221376,A. Puljić,32,67,Croatia,Dinamo Bucureşti,67,CB,CB,67,Dinamo Bucureşti 2019 ~ 2021,"6'2""",174lbs,Right,0,"Sep 5, 2019",,€500K,€3K,€675K,2019 ~ 2021,Male
221397,Dani Molina,23,64,Spain,RC Celta,67,CAM,CDM CAM,73,RC Celta 2017 ~ 2021,"6'0""",161lbs,Left,9,"Jan 12, 2017",,€650K,€4K,€1.5M,2017 ~ 2021,Male
221398,J. Araya,23,63,Chile,CD Palestino,64,CM,CM,70,CD Palestino 2020 ~ 2024,"5'9""",148lbs,Right,7,"Jan 30, 2020",,€500K,€1K,€775K,2020 ~ 2024,Male
221403,Fabiano B,28,71,Brazil,Denizlispor,71,CB,CB RWB,71,Denizlispor 2020 ~ 2021,"6'2""",176lbs,Right,0,"Sep 16, 2020",,€2.1M,€15K,€4.2M,2020 ~ 2021,Male
221422,S. Ingason,26,73,Iceland,PAOK,75,CB,CB,75,PAOK 2019 ~ 2022,"6'2""",183lbs,Right,2,"Jan 31, 2019",,€4.3M,€500,€9.8M,2019 ~ 2022,Male
221430,U. Đurđević,26,69,Serbia,Real Sporting de Gijón,71,ST,ST,72,Real Sporting de Gijón 2018 ~ 2023,"5'11""",176lbs,Right,3,"Aug 21, 2018",,€1.3M,€6K,€2.2M,2018 ~ 2023,Male
221433,O. Govea,24,70,Mexico,SV Zulte-Waregem,72,CM,CM CDM CAM,75,SV Zulte-Waregem 2019 ~ 2022,"5'9""",163lbs,Right,5,"Jul 9, 2019",,€2.3M,€7K,€3.6M,2019 ~ 2022,Male
221445,Wu Lei,28,78,China PR,RCD Espanyol,78,ST,ST LM RM,78,RCD Espanyol 2019 ~ 2024,"5'9""",146lbs,Right,0,"Jan 28, 2019",,€10.5M,€13K,€15.8M,2019 ~ 2024,Male
221452,Nano Mesa,25,69,Spain,Cádiz CF,71,ST,ST LM,74,Cádiz CF 2020 ~ 2024,"5'10""",170lbs,Right,5,"Aug 14, 2020",,€1.4M,€14K,€3.2M,2020 ~ 2024,Male
221456,R. Burke,23,69,England,Hull City,71,CB,CB,75,Hull City 2018 ~ 2021,"6'2""",179lbs,Right,6,"Jul 10, 2018",,€1.3M,€4K,€2.5M,2018 ~ 2021,Male
221459,L. Villagra,29,65,Paraguay,Nacional Asunción,65,ST,ST,65,Nacional Asunción 2016 ~ 2025,"5'11""",174lbs,Left,0,"Jun 11, 2016",,€550K,€500,€1.2M,2016 ~ 2025,Male
221463,E. Hernández,33,65,Uruguay,Centro Atlético Fénix,65,GK,GK,65,Centro Atlético Fénix 2020 ~ 2021,"6'0""",190lbs,Right,0,"Jan 13, 2020",,€300K,€500,€645K,2020 ~ 2021,Male
221467,Lee Chang Min,25,70,Korea Republic,Jeju United FC,71,CM,CM,73,Jeju United FC 2016 ~ 2024,"5'10""",170lbs,Right,3,"Jan 1, 2016",,€2.2M,€4K,€2.9M,2016 ~ 2024,Male
221473,F. Arancibia,22,68,Chile,CD O'Higgins,70,LM,RW LW LM,77,CD O'Higgins 2020 ~ 2020,"5'7""",137lbs,Left,9,"Jan 8, 2020",,€1.4M,€3K,€2.2M,2020 ~ 2020,Male
221479,D. Calvert-Lewin,23,79,England,Everton,81,ST,ST,84,Everton 2016 ~ 2025,"6'2""",157lbs,Right,5,"Aug 31, 2016",,€17M,€80K,€33.6M,2016 ~ 2025,Male
221486,D. O'Shaughnessy,25,63,Finland,HJK Helsinki,65,CB,CB,68,HJK Helsinki 2018 ~ 2021,"6'3""",185lbs,Left,5,"Jan 3, 2018",,€450K,€500,€1M,2018 ~ 2021,Male
221488,R. Hollingshead,29,70,United States,FC Dallas,70,LB,LB RB RM,70,FC Dallas 2013 ~ 2020,"6'1""",181lbs,Right,0,"Dec 9, 2013",,€1.5M,€5K,€2.3M,2013 ~ 2020,Male
221489,J. Flores,22,67,Chile,CD Antofagasta,68,RM,LM CAM RM,75,CD Antofagasta 2019 ~ 2024,"5'6""",143lbs,Right,8,"Jan 23, 2019",,€1.1M,€2K,€1.7M,2019 ~ 2024,Male
221491,N. Elvedi,23,78,Switzerland,Borussia Mönchengladbach,80,CB,CB,84,Borussia Mönchengladbach 2015 ~ 2022,"6'2""",172lbs,Right,6,"Jul 1, 2015",,€13M,€30K,€24.7M,2015 ~ 2022,Male
221499,D. Gardner,30,61,England,Wigan Athletic,62,CAM,CM,61,Wigan Athletic 2020 ~ 2021,"6'1""",176lbs,Right,0,"Sep 4, 2020",,€230K,€1K,€403K,2020 ~ 2021,Male
221511,E. Markkanen,27,65,Finland,Finland,65,ST,ST,65,Finland Free,"6'6""",214lbs,Left,0,"Aug 10, 2018",,€0,€0,€0,Free,Male
221518,T. Väyrynen,27,61,Finland,HJK Helsinki,62,ST,ST,62,HJK Helsinki 2019 ~ 2020,"6'3""",196lbs,Right,1,"Jul 17, 2019",,€300K,€500,€668K,2019 ~ 2020,Male
221521,R. Dekker,24,67,Netherlands,PEC Zwolle,68,CDM,CDM CB,71,PEC Zwolle 2014 ~ 2020,"5'8""",143lbs,Right,4,"Jul 1, 2014",,€900K,€3K,€1.4M,2014 ~ 2020,Male
221525,S. Nelson,24,62,England,Tranmere Rovers,64,CB,CB,67,Tranmere Rovers 2019 ~ 2021,"6'1""",165lbs,Right,5,"Jul 1, 2019",,€375K,€2K,€684K,2019 ~ 2021,Male
221528,N. Konstandopoulos,24,59,Australia,Adelaide United,62,RM,CM,62,Adelaide United 2017 ~ 2021,"5'11""",172lbs,Right,3,"Jul 18, 2017",,€190K,€800,€252K,2017 ~ 2021,Male
221531,M. Maroši,26,67,Slovakia,Coventry City,67,GK,GK,71,Coventry City 2019 ~ 2022,"6'3""",176lbs,Right,4,"Jul 1, 2019",,€725K,€11K,€1.4M,2019 ~ 2022,Male
221534,G. O'Neill,25,63,Republic of Ireland,Shamrock Rovers,64,CDM,CDM CM,68,Shamrock Rovers 2019 ~ 2020,"5'11""",168lbs,Right,5,"Jul 1, 2019",,€450K,€750,€731K,2019 ~ 2020,Male
221536,C. Telfer,19,62,Scotland,Dundee United,62,CAM,CAM CM CDM,76,Dundee United 2014 ~ 2017,"5'9""",163lbs,Right,14,"Jun 3, 2014",,€575K,€4K,€0,2014 ~ 2017,Male
221538,W. Nightingale,24,62,England,AFC Wimbledon,64,CB,CB,69,AFC Wimbledon 2013 ~ 2021,"6'1""",185lbs,Right,7,"May 17, 2013",,€375K,€1K,€731K,2013 ~ 2021,Male
221540,Raúl,30,76,Brazil,SC Braga,76,CB,CB,76,SC Braga 2017 ~ 2022,"6'2""",176lbs,Left,0,"Jul 1, 2017",,€6M,€14K,€12M,2017 ~ 2022,Male
221551,E. Mammana,21,77,Argentina,Zenit St. Petersburg,77,CDM,CB,88,Zenit St. Petersburg 2017 ~ 2022,"6'0""",154lbs,Right,11,"Jul 31, 2017",,€13.5M,€40K,€23M,2017 ~ 2022,Male
221552,S. Nilsen,28,69,Norway,IF Elfsborg,69,CDM,CDM CM,69,IF Elfsborg 2019 ~ 2023,"6'0""",172lbs,Right,0,"Aug 14, 2019",,€925K,€3K,€1.2M,2019 ~ 2023,Male
221553,V. Kjartansson,30,71,Iceland,Vålerenga Fotball,71,ST,ST,71,Vålerenga Fotball 2020 ~ 2023,"6'2""",176lbs,Right,0,"Sep 10, 2020",,€2.3M,€4K,€2.9M,2020 ~ 2023,Male
221556,O. Mfulu,26,65,DR Congo,Elche CF,69,CDM,CM CDM RB,67,Elche CF 2019 ~ 2021,"6'0""",168lbs,Right,2,"Jul 1, 2019",,€650K,€5K,€1.5M,2019 ~ 2021,Male
221558,B. Angulo,24,65,Colombia,América de Cali,65,RM,CAM LM,67,América de Cali 2018 ~ 2019,"5'7""",141lbs,Right,2,"Jul 3, 2018",,€675K,€1K,€962K,2018 ~ 2019,Male
221564,N. Leiva,23,69,Spain,Real Oviedo,70,CAM,LM,75,"Real Oviedo Jun 30, 2021 On Loan","5'9""",168lbs,Right,6,"Aug 30, 2019","Jun 30, 2021",€1.4M,€5K,€0,"Jun 30, 2021 On Loan",Male
221567,Sim Sang Min,27,66,Korea Republic,Sangju Sangmu FC,67,LWB,LB,67,"Sangju Sangmu FC Nov 27, 2021 On Loan","5'8""",154lbs,Left,1,"Jan 4, 2019","Nov 27, 2021",€650K,€1K,€0,"Nov 27, 2021 On Loan",Male
221584,J. Rinne,27,73,Sweden,Aalborg BK,73,GK,GK,76,Aalborg BK 2017 ~ 2022,"6'2""",190lbs,Left,3,"Aug 17, 2017",,€3.5M,€10K,€4.6M,2017 ~ 2022,Male
221587,J. Lolley,27,75,England,Nottingham Forest,75,RM,RM CAM LM,75,Nottingham Forest 2018 ~ 2023,"5'10""",159lbs,Left,0,"Jan 31, 2018",,€7M,€45K,€13.3M,2018 ~ 2023,Male
221600,M. Clarke,23,71,England,Derby County,73,CB,CB,79,"Derby County Jun 30, 2021 On Loan","6'1""",183lbs,Left,8,"Jun 21, 2019","Jun 30, 2021",€3.2M,€14K,€0,"Jun 30, 2021 On Loan",Male
221605,A. Jeremejeff,26,67,Sweden,FC Twente,69,ST,ST,69,"FC Twente Jun 30, 2021 On Loan","6'4""",181lbs,Right,2,"Aug 13, 2019","Jun 30, 2021",€925K,€4K,€0,"Jun 30, 2021 On Loan",Male
221610,D. Dibusz,29,73,Hungary,Hungary,73,GK,GK,73,Hungary Free,"6'2""",179lbs,Right,0,"Jan 15, 2014",,€0,€0,€0,Free,Male
221611,Juan Delgado,24,63,Spain,Levante UD,62,ST,ST,67,Levante UD 2014 ~ 2019,"6'0""",172lbs,Right,4,"Jul 16, 2014",,€500K,€5K,€1.1M,2014 ~ 2019,Male
221618,L. Mousset,24,74,France,Sheffield United,76,ST,ST,78,Sheffield United 2019 ~ 2022,"6'0""",176lbs,Right,4,"Jul 21, 2019",,€7.5M,€29K,€14.8M,2019 ~ 2022,Male
221619,V. Cabrera,27,69,Argentina,Houston Dynamo,70,CB,CB,70,Houston Dynamo 2019 ~ 2020,"6'0""",170lbs,Right,1,"Nov 20, 2019",,€1.1M,€4K,€1.7M,2019 ~ 2020,Male
221621,S. Birnbaum,29,70,United States,DC United,71,CB,CB,71,DC United 2014 ~ 2022,"6'1""",181lbs,Right,1,"Jan 16, 2014",,€1.7M,€5K,€2.7M,2014 ~ 2022,Male
221625,P. Mullins,28,64,United States,Toronto FC,64,ST,ST,64,Toronto FC 2019 ~ 2020,"6'1""",176lbs,Left,0,"Jul 11, 2019",,€475K,€2K,€713K,2019 ~ 2020,Male
221633,B. Sørmo,23,65,Norway,Kristiansund BK,65,RB,RB,71,Kristiansund BK 2018 ~ 2021,"6'2""",176lbs,Right,6,"Jan 12, 2018",,€650K,€1K,€943K,2018 ~ 2021,Male
221634,L. Acosta,26,73,Argentina,Club Atlas,74,CAM,CAM LM LW,74,Club Atlas 2020 ~ 2021,"5'3""",134lbs,Right,1,"Jan 1, 2020",,€4.7M,€12K,€8.3M,2020 ~ 2021,Male
221639,Mariano,26,77,Dominican Republic,Real Madrid,78,ST,ST,78,Real Madrid 2018 ~ 2023,"5'11""",168lbs,Right,1,"Aug 29, 2018",,€10.5M,€125K,€22.3M,2018 ~ 2023,Male
221641,W. Kanon,26,71,Ivory Coast,Côte d'Ivoire,73,CB,CB,73,Ivory Coast Free,"6'2""",187lbs,Left,2,"Sep 18, 2019",,€0,€0,€0,Ivory Coast Free,Male
221643,Kim Do Hyeok,28,66,Korea Republic,Incheon United FC,66,CM,CM CDM,66,Incheon United FC 2014 ~ 2025,"5'8""",157lbs,Left,0,"Jan 1, 2014",,€650K,€2K,€813K,2014 ~ 2025,Male
221647,Kim Yong Hwan,27,66,Korea Republic,Sangju Sangmu FC,66,RB,RB,67,"Sangju Sangmu FC Nov 27, 2021 On Loan","5'9""",148lbs,Right,1,"Jan 4, 2019","Nov 27, 2021",€650K,€1K,€0,"Nov 27, 2021 On Loan",Male
221648,Y. Barnawi,26,64,Saudi Arabia,Al Taawoun,64,RB,RB,65,Al Taawoun 2019 ~ 2022,"5'9""",168lbs,Right,1,"Jul 19, 2019",,€450K,€5K,€776K,2019 ~ 2022,Male
221651,Ahn Yong Woo,28,66,Korea Republic,Sagan Tosu,66,RM,RM LM,66,Sagan Tosu 2017 ~ 2021,"5'10""",152lbs,Right,0,"Jul 26, 2017",,€650K,€2K,€813K,2017 ~ 2021,Male
221657,T. Akindele,28,67,Canada,Orlando City SC,67,ST,ST LM,67,Orlando City SC 2019 ~ 2025,"6'1""",174lbs,Right,0,"Feb 12, 2019",,€800K,€3K,€1.2M,2019 ~ 2025,Male
221660,V. Lindelöf,25,80,Sweden,Manchester United,82,CDM,CB,84,Manchester United 2017 ~ 2024,"6'2""",176lbs,Right,4,"Jul 1, 2017",,€17M,€100K,€33.6M,2017 ~ 2024,Male
221662,S. Skrabb,25,65,Finland,Brescia,68,LM,ST LW LWB,67,Brescia 2020 ~ 2023,"5'9""",165lbs,Left,2,"Jan 14, 2020",,€675K,€9K,€1.3M,2020 ~ 2023,Male
221664,W. Cartagena,25,65,Peru,Godoy Cruz,66,CDM,CDM CM,70,Godoy Cruz 2020 ~ 2021,"5'11""",170lbs,Right,5,"Jan 20, 2020",,€650K,€3K,€991K,2020 ~ 2021,Male
221665,R. Lindkvist,30,65,Sweden,AIK,65,LB,LB CB,65,AIK 2017 ~ 2020,"6'0""",163lbs,Left,0,"Jul 15, 2017",,€425K,€2K,€531K,2017 ~ 2020,Male
221671,Lee Jae Sung,27,74,Korea Republic,Holstein Kiel,76,CAM,CF CAM CM,74,Holstein Kiel 2018 ~ 2021,"5'11""",154lbs,Left,0,"Jul 27, 2018",,€6M,€20K,€9.3M,2018 ~ 2021,Male
221680,N. Hagglund,27,65,United States,FC Cincinnati,66,CB,CB,66,FC Cincinnati 2019 ~ 2020,"6'1""",192lbs,Right,1,"Feb 13, 2019",,€550K,€2K,€866K,2019 ~ 2020,Male
221684,B. Sweat,28,67,United States,Inter Miami,67,LB,LB LWB,67,Inter Miami 2019 ~ 2025,"6'2""",174lbs,Left,0,"Nov 19, 2019",,€650K,€3K,€975K,2019 ~ 2025,Male
221692,C. Bishop,23,65,England,Accrington Stanley,67,ST,ST,71,Accrington Stanley 2019 ~ 2022,"6'0""",159lbs,Right,6,"Jul 13, 2019",,€750K,€2K,€1.5M,2019 ~ 2022,Male
221695,G. Donsah,24,70,Ghana,Bologna,72,CM,CM CDM,76,Bologna 2016 ~ 2022,"5'9""",176lbs,Right,6,"Jun 30, 2016",,€2.4M,€15K,€4.8M,2016 ~ 2022,Male
221696,T. McNamara,29,64,United States,New England Revolution,66,CAM,LM CM RW,64,New England Revolution 2020 ~ 2021,"5'9""",170lbs,Right,0,"Aug 17, 2020",,€450K,€2K,€675K,2020 ~ 2021,Male
221697,O. Watkins,24,76,England,Aston Villa,78,ST,ST RW,81,Aston Villa 2020 ~ 2025,"5'11""",154lbs,Right,5,"Sep 9, 2020",,€10.5M,€49K,€20.7M,2020 ~ 2025,Male
